run,planner,success_rate,plan_0/success_rate,plan_0/mean_state_dist,plan_0/mean_visual_dist,plan_0/mean_proprio_dist,plan_0/mean_div_visual_emb,plan_0/mean_div_proprio_emb,step,mean_state_dist,mean_visual_dist,mean_proprio_dist,mean_div_visual_emb,mean_div_proprio_emb
pointmaze_lowdata_finetune_a100_seed0,cem,,0.05,1.3972253134992574,0.5769940476190476,0.5629830360412598,822.1826782226562,21.57853889465332,3,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.065,1.2946011458186837,0.5729740646258503,0.5286176800727844,816.0409545898438,20.802200317382812,4,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.05,1.2347673873492455,0.5758369207057823,0.5075429677963257,785.1747436523438,20.946928024291992,5,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.06,1.124786626116175,0.574461362670068,0.4682658910751343,775.423583984375,19.140628814697266,6,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.1,1.056589013229569,0.5699753534226191,0.44378525018692017,738.0459594726562,18.00130271911621,7,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.12,0.991428057610874,0.561984481292517,0.42174381017684937,730.18505859375,17.205076217651367,8,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.21,0.9391688033127221,0.5606250332164116,0.3977533280849457,731.2091064453125,18.145111083984375,9,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,,0.275,0.9288285505757485,0.5548900868941327,0.3944629430770874,705.20849609375,17.07384490966797,10,,,,,
pointmaze_lowdata_finetune_a100_seed0,cem,0.275,,,,,,,,0.9288285505757485,0.5548900868941327,0.3944629430770874,705.20849609375,17.07384490966797
pointmaze_lowdata_scratch_a100_seed0,cem,,0.02,1.5991497376145745,0.5599541613520408,0.6606414318084717,462.2134094238281,10.47939395904541,1,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.4960079541947753,0.5643510841836735,0.6252342462539673,465.0155029296875,11.003555297851562,2,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.418878066515524,0.5743500212585034,0.5721989274024963,410.6868896484375,10.686473846435547,3,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.42120703954379,0.5786720078656462,0.5775042176246643,401.3244934082031,10.323742866516113,4,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.3723031169991744,0.5800103635204081,0.5658451318740845,411.6581726074219,10.653539657592773,5,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.2568599369588689,0.5819511320153061,0.5245522260665894,416.5280456542969,10.761026382446289,6,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.04,1.1785253627017125,0.5809369685374149,0.4911549389362335,386.2518615722656,10.018176078796387,7,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.08,1.0980163629949071,0.5794391741071429,0.4624471366405487,399.08123779296875,10.395651817321777,8,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.06,1.1309157845768085,0.568363493835034,0.48084139823913574,408.98236083984375,10.861907005310059,9,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.12,1.0220483019411906,0.5712316645408163,0.4323311746120453,393.96978759765625,10.077180862426758,10,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,0.12,,,,,,,,1.0220483019411906,0.5712316645408163,0.4323311746120453,393.96978759765625,10.077180862426758
pointmaze_lowdata_scratch_a100_seed0,cem,,0.03,1.5676811913171926,0.5614352147108843,0.6479564905166626,902.7586669921875,20.0828800201416,1,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.02,1.5223564394392912,0.5729672884778911,0.6168676018714905,904.8742065429688,22.39103889465332,2,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.015,1.4813949502392643,0.5758775111607143,0.5972009897232056,870.5224609375,22.08118438720703,3,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.015,1.4153888877571392,0.5786744990965136,0.571764349937439,878.27978515625,23.572307586669922,4,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.015,1.271570625850507,0.5801363201530613,0.5199227929115295,830.55029296875,22.003095626831055,5,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.025,1.2232005716486734,0.5778849117772109,0.5016679167747498,816.7210693359375,20.939760208129883,6,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.02,1.164920138162622,0.5750231518388605,0.49052146077156067,798.492919921875,21.136953353881836,7,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.045,1.1033644271544405,0.5731302149766156,0.46466219425201416,772.4454956054688,20.010068893432617,8,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.065,1.0720528602513393,0.5693070724383503,0.45329275727272034,794.6986694335938,20.95685577392578,9,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.1,1.0033929720557402,0.5658255939094388,0.4308619797229767,786.4244384765625,20.632280349731445,10,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,0.1,,,,,,,,1.0033929720557402,0.5658255939094388,0.4308619797229767,786.4244384765625,20.632280349731445
